GeneID:TranscriptId,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
TM9SF1:NM_006405,4.0482e-06,0.0,7.4178e-06,0.0,0.0063933429,1.7134e-06,0.0,0.0061375607,0.017626313,0.0,0.0,0.0108333716,2.1456e-06,0.0098910777,0.0,0.0,3.1271e-06,0.0085175744,0.0,0.0
FAAH2:NM_174912,0.0,0.0,0.0,0.012333189,0.0163826768,0.0107387608,0.0167804406,0.0,0.0146031444,0.0,0.0,0.0,0.0,0.0794602823,0.0,0.008187631,0.0,0.0,0.0,0.0
HIST1H1A:NM_005325,0.0,0.0642242798,0.0,0.03907973,0.0169354818,0.0,0.0,0.0,0.0491761471,0.0272241127,0.0266591931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPRS:NM_018405,0.0,0.0,0.0,0.0,0.173864743,0.0923335291,0.0134887048,0.098997465,0.0945683754,0.0209406537,0.0820220916,0.1014470957,0.0190967653,0.1667379778,0.0,0.041706925,0.0763355587,0.1921424194,0.158948703,0.1504570974
LOC340357:NR_015383,0.0,0.0,0.0,0.0,0.0,0.0169886038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUX4L2:NM_001127386_3,0.0075970978,0.0,0.0435405771,0.0119252223,0.0,0.0023029216,0.0035841635,0.019015572,7.5358e-06,0.0,0.0,0.0,0.0,4.701e-07,0.0,0.0,0.0,0.0,0.0,0.0063946879
FANCB:NM_152633,0.0,0.0,0.0,0.0,0.0036665083,0.0,0.0,0.0,0.0,0.0,0.0052512917,0.0044774231,0.0,0.020550122,0.0,2.113e-07,0.0,0.0,0.0068975078,0.0
PES1:NM_001243225,0.0,0.0025684548,0.0,0.0,0.0084490201,0.0,0.0002692397,0.0,0.0,0.0,0.0,0.0,0.0,0.0009914553,0.0,0.0,0.0009626324,0.0,0.0,0.0
FAM86A:NM_201400,2.9296282555,0.9167543684,0.0,0.6609815821,1.3735737479,1.4442735845,1.9087071754,3.7785670763,5.0929559613,3.4615236176,4.5770859391,3.6300426896,3.8937566152,1.3940845921,3.6937287881,1.2921842616,0.345200839,2.1994954809,0.3641646912,0.8667424503
MAGEF1:NM_022149,0.0,0.0,0.0,0.0,0.0200187531,0.0,0.0,0.0188068888,0.0899728308,0.0697260878,0.0,0.0246995366,0.0277377426,0.0149663629,0.0176368343,0.0301922133,0.0608082034,0.0782800284,0.0254958793,0.0242789683
MRPL30:NM_145212,0.118586683,0.1703428647,0.0,0.0949373299,0.1485663954,0.1862997616,0.1978925754,0.2865540902,0.2014296992,0.5396528011,0.1687854152,0.2210068619,0.3814666344,0.0687311384,0.2636794573,0.103648829,0.0810801379,0.1776271998,0.0725422408,0.0379642222
KRTAP3-2:NM_031959,0.0,0.0,0.0,0.0,0.0,0.0589814277,0.0198049976,0.1237785853,0.0295126721,0.0653507169,0.0,0.0,0.0633784924,0.2504999834,0.0,0.0681075541,0.0,0.085743911,0.1225115266,0.1190897109
KRT34:NM_021013,0.0,0.0,0.0,0.0006163431,0.001624254,0.0,0.0,0.0,0.0,0.0013591222,0.0,0.0,0.0015086044,0.0,0.0,0.0032957178,0.0024939774,0.0082687427,0.0062392809,0.0135821312
SSB:NM_003142,0.0,0.0,0.0,0.0,0.0,0.0064596373,0.0,0.0,0.0,0.0195908283,0.0,0.0008999237,0.0,0.0147261641,0.0086742529,0.0109989744,0.0,0.0,0.0,0.0
DKK3:NM_013253,9.945e-06,8.8162e-06,0.0975133691,0.0350247347,4.9963e-06,4.5171e-06,5.198e-06,0.0376090876,0.0,7.1145e-06,0.0,5.7302e-06,0.0,0.0130284133,0.0101546216,0.0231498896,0.0278672968,0.0149157872,0.0,8.4178e-06
ADAMTS6:NM_197941,0.0,0.0,0.0,0.0,0.0,0.0027542043,0.0014484081,0.0,0.0018245717,0.0023565303,0.0019777256,0.0084932672,0.0018994218,0.0218423733,0.0018114117,0.0001289105,0.0,0.001322082,0.0,0.0
ATXN2:NM_002973,0.019036079,0.0123039234,0.1017607449,0.0024709926,0.0750694619,0.0497221153,0.0181557562,0.1052021945,0.0950009707,0.0745404521,0.0187230239,0.0748526733,0.0538413822,0.1814122387,0.0142631727,0.0682344508,0.1141539985,0.0880364128,0.1126654078,0.0402518086
MTCP1:NM_001018025,0.0,0.0,0.0,0.0,0.0093386531,0.0137690185,0.0,0.0518934487,0.0186279707,0.0137484003,0.0,0.0171599801,0.0,0.0052198484,4.48e-08,0.0,0.0,0.0,0.0,0.0266925513
OR1J4:NM_001004452,0.0,0.0,0.0,0.0,0.026569346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030108749,0.009043484,0.0,0.0,0.0136235254,0.0,0.0
PRKCQ:NM_006257,0.0,1.48811e-05,3.40113e-05,0.0,7.7513e-06,7.7833e-06,8.0141e-06,1.06751e-05,1.07051e-05,1.15821e-05,1.14151e-05,8.9939e-06,1.07196e-05,0.1544511051,9.7843e-06,0.0,1.30076e-05,0.024584849,1.38185e-05,1.33441e-05
SPRED2:NM_181784,0.0,6.0261e-06,0.0,0.0,0.0070084721,0.0,0.0,0.0,3.6736e-06,4.1679e-06,0.0,0.0,3.908e-06,0.0012638192,0.0,0.0,5.0352e-06,5.3852e-06,5.39e-06,5.289e-06
CRYGC:NM_020989,0.0496147111,0.0,0.0,0.0,0.0228503319,0.0301549813,0.022630186,0.07276186,0.2774357481,0.0383872343,0.0375887334,0.1794136793,0.1702989319,0.8940527038,0.0324893479,0.1121570853,0.1389231682,0.0504017452,0.2385500375,0.0895021464
CARS:NM_001194997,0.0,1.0524e-06,0.017413936,0.0,0.0047685329,0.0,1.0337e-06,0.0,0.0,2.749e-07,1.4527e-06,0.0,0.0067306829,0.0,0.0,0.0,2.448e-07,0.0077384433,0.0,1.6324e-06
TOPORS:NM_001195622,0.0234616796,5.942e-07,0.0,4.2055e-06,0.0806202936,2.4845e-06,8.798e-07,5.491e-07,2.1387e-06,1.2704e-06,9.08e-08,1.1404e-06,1.3093e-06,1.6475e-06,3.079e-07,2.375e-07,1.7459e-06,1.738e-07,1.61741e-05,6.732e-07
SSBP2:NM_001256733,9.9187e-06,7.3464e-06,0.0,0.0,3.116e-06,3.8163e-06,3.7619e-06,3.9978e-06,3.4853e-06,4.4396e-06,5.3842e-06,0.0001726821,3.972e-06,2.0491e-06,4.5915e-06,4.1405e-06,0.0587014547,6.5044e-06,5.2087e-06,5.2275e-06
FRAT1:NM_005479,0.0262123349,0.0452578216,0.050617239,0.0318505264,0.0454499157,0.0317608599,0.0290478611,0.0675157993,0.0267467645,0.0414547885,0.0753820989,0.0493798085,0.0449586509,0.0462465801,0.047495278,0.0797086058,0.0313878161,0.0387727751,0.0799231585,0.087177058
OSBPL5:NM_001144063,0.0,0.0,0.010666396,0.0014497118,0.0085338475,0.008384101,0.0051442885,0.0117661717,0.011190871,0.0139884011,0.0088136762,0.0117250059,0.0134198645,0.0042077619,0.0049066741,0.0055913983,0.0151638711,0.0140337801,0.0024140381,0.0089228303
SLC7A9:NM_001243036,0.0,0.0045097735,0.0,7.2403e-06,6.2517e-06,5.8072e-06,6.5997e-06,7.5139e-06,7.2368e-06,0.009299084,8.1704e-06,6.7216e-06,0.0,0.0,0.004060873,0.0,0.0,0.0,0.0,1.15345e-05
TACR2:NM_001057,0.0,0.016690752,0.0186311062,0.0,0.0044674866,0.004390933,0.0,0.0061974291,0.0118654136,0.0006567952,0.0064310158,0.0004206773,0.0312647292,0.0410505192,0.0233865506,0.0006666045,0.0,0.0,0.0,0.0005365713
LOC550643:NR_015367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408371755,0.0
THADA:NR_073394,0.0,0.0064466745,0.0,0.0038756303,0.0142004752,0.0021921918,0.003591622,0.0233153662,0.0227875535,0.0045508075,0.0,0.0081326696,0.0046635562,0.0356102049,0.0088942533,0.01901591,0.017438153,0.0194294384,0.0323598734,0.0060979936
KRTAP12-2:NM_181684,0.0,0.0,0.0,0.0,0.0364854449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL9R:NM_002186_1,0.0,0.0,0.0,0.0057183152,0.0050831549,0.0074957058,0.0026051992,0.0035411476,0.006778607,0.0075044928,0.0036740801,0.0187077,0.0034968736,0.0142153988,0.0,0.007607072,0.0045861931,0.0098276849,0.0192588426,0.0045913111
PTRHD1:NM_001013663,0.1141025738,0.2013132588,0.0,0.184885391,0.052552648,0.026039278,0.1034160619,0.9009394234,0.2861994062,0.7236297213,0.6643735358,0.1739900495,0.158966775,0.0,0.1516408655,0.0,0.1089255659,0.1189243026,0.0,0.1045506776
TMEM230:NM_014145,0.0,1.55e-08,0.0,0.0,0.019907018,1.4e-09,0.0,1.9e-09,1.5e-09,0.0,0.0,0.0163664603,9.9e-09,0.0,0.0,0.0,0.0,1e-10,0.0,1.4e-08
ZNF850:NM_001193552,0.0001720969,0.000145972,0.0,8.839e-05,0.1061664172,7.76149e-05,8.22637e-05,0.0001052811,0.0001009333,0.151238873,0.0001096933,9.46765e-05,0.0001059221,0.2342917947,0.0001010534,0.0001140205,0.0001358301,0.0001466912,0.0001441698,0.0001388228
IREB2:NM_004136,0.0173732898,0.0119711002,0.0067688537,0.0162216871,0.0128604609,0.0078913201,0.0116142611,0.0852488371,0.1088779817,0.0869228713,0.1316349532,0.1075316325,0.0718950189,0.0305535956,0.1121956663,0.1230309341,0.0766681347,0.091032235,0.0717779192,0.0829461958
NSUN2:NM_001193455,0.0,0.0,0.0,0.0,0.0088493169,0.0086783312,0.0,0.003381162,0.0117076088,0.0082044828,0.0080350254,0.0068370445,0.0,0.0170441678,0.0,0.0,0.0,0.010748837,0.0,0.0
CREM:NM_001267565,0.0,4.6515e-06,0.0,0.0124954563,0.0328585767,0.0237429782,0.0,0.1592404169,0.060883125,0.1361089271,0.0165010833,0.0274491756,0.0464062991,0.1607591287,0.1180387488,0.0168715752,0.1230780477,0.0220826801,0.0,0.0812453316
GNAI1:NM_001256414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022085,0.0048247418,0.0,0.0080831812,0.0,0.0020606085,0.0,0.0,0.0,0.0004561508,0.0128871442,0.0
BSDC1:NM_001143889,0.0,0.0,7.49145e-05,0.0044689685,1.696e-05,1.64243e-05,1.77559e-05,2.21017e-05,2.0779e-05,2.3175e-05,2.34533e-05,1.92645e-05,2.19567e-05,1.8925e-05,2.11655e-05,0.0827869136,2.98115e-05,3.11514e-05,3.14044e-05,0.0571784599
CEP164:NM_001271933,1.161e-07,0.0171070173,0.0009286006,0.0103057615,6.503e-07,0.0163021837,2.1055e-06,4.747e-06,0.0168261178,2.316e-06,0.0182364414,0.0336294718,3.096e-06,1.3271e-06,0.0238814676,1.1344e-06,7.02e-08,0.0208798962,1.3042e-06,0.0130625892
FAM131A:NM_001171093,0.0,0.0331248596,0.0,0.0249891459,0.0132958422,0.0130670869,0.0182003144,0.0061335252,0.0058711077,0.0391132108,0.0446837157,0.038001593,0.030419995,0.0,0.0,0.0065972793,0.0238986078,0.0170522714,0.0083489024,0.0639189935
MAP3K3:NM_203351,0.0,0.0,0.0,0.0,5.22073e-05,5.13205e-05,5.40792e-05,6.81787e-05,0.0196027931,7.38119e-05,7.31858e-05,6.2355e-05,6.95272e-05,5.66167e-05,6.67177e-05,7.50435e-05,9.04695e-05,9.60349e-05,9.64541e-05,9.17317e-05
AHI1:NM_001134830,0.0,0.0,0.0,0.0,0.0017382295,0.0035386602,0.0037178854,0.0023738767,0.0,5.26e-08,0.0,0.0004395466,0.004892065,0.0341885325,0.0,0.0,0.0030821781,0.0,0.0067169644,0.0
CHUK:NM_001278,0.0,0.0111156024,0.0249837801,0.0,0.0208634439,0.0058554684,0.0092035316,0.0450078685,0.0352632316,0.0260256845,0.0127413943,0.0145172571,0.0243805141,0.0531695258,0.011625774,0.0,0.0053090241,0.0340748873,0.0390921073,0.0160042851
RAB39A:NM_017516,0.0,0.0,0.0,0.0,0.006252403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASH1L-AS1:NR_027023,0.0121356308,0.0209843045,0.0233030311,0.0063356758,0.0056090809,0.0110308044,0.0,0.0235331252,0.0075073772,0.0083113168,0.0027127011,0.0413657019,0.0,0.0753558838,0.0073776841,0.0336634745,0.0412968191,0.0334918401,0.0129387937,0.0
LOC440117:NR_033970,0.0,0.0,0.0,0.0,0.0,0.00758742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREM:NM_001267566,0.0,0.0254544046,0.0,0.0,0.0,0.0,0.0271914836,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM12:NM_021619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052850675,0.0,0.0002098396,0.0,0.0128817441,0.0,0.0,0.0,0.0
ARMC7:NM_024585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099387858,0.0,0.0
OR2A2:NM_001005480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493282877,0.0,0.0,0.0,0.0,0.0,0.0266588824,0.0,0.0
PGM1:NM_001172819,0.0099277133,0.0,0.0,0.0,2.46e-07,0.0135628502,0.0094337075,0.0383414469,0.0611838535,0.0270819576,0.0198834683,0.0112610183,0.0252679171,0.0751897802,0.0904222516,0.0137286909,0.0248276527,0.0036372586,0.0086745137,0.0051512978
TRMT112:NM_016404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397686099,0.0439970403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REEP6:NM_138393,0.0,0.0158097397,0.0,0.0,0.0084235138,0.0,0.0085779811,0.0,0.0114975419,0.0,0.0373923014,0.0522939169,0.0,0.1065648842,0.0112190723,0.0512554916,0.0,0.0166757095,0.0487291761,0.0617766271
ILF3:NM_004516,0.0,0.0433815933,0.0,0.0063734686,0.0651307122,0.05054911,0.0,2.06105e-05,6.54e-08,7.394e-07,1.04e-08,9.01957e-05,0.0065303892,0.1652495144,0.0,6.64e-08,3.7e-09,4.47e-08,2.8e-09,1.043e-07
MGC16142:NR_026902,0.0196051087,0.0170055643,0.0,0.0720473151,0.0724306327,0.1248031254,0.0276254692,0.2206685861,0.2606714349,0.2198820611,0.0403697587,0.2253406546,0.1648178092,0.5605254955,0.0120926813,0.2072341265,0.1172587868,0.2520663174,0.2802815006,0.2497009943
OR6X1:NM_001005188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052829999,0.0
SUPT20H:NM_017569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041175917,0.0136567041,0.009783339,0.0148035761,0.0,0.0091308545,0.0,0.0087081519,0.0261839977,0.0250084197,0.0,0.0,0.0053276929
PIGT:NR_047695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074111879,0.0,0.0,0.0,0.0,0.0,0.0,0.0038017277,0.0
NLRC4:NM_001199139,0.000831804,0.0060337296,0.0,0.0072989298,0.0032339247,0.0,0.0,0.009486585,0.0042606455,0.0047172968,0.0046184202,0.0,0.0,0.0174461357,0.0,0.0,0.0,0.0123912333,0.0,0.0026372069
RFPL1:NM_021026,0.0,0.0,0.0,0.0,0.0152540755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115569267,0.0,0.0150133807,0.0,0.0139342239
MLL:NM_005933,0.2078897667,0.1728791741,1.4681821657,0.142040989,0.2686513567,0.3110136147,0.3320849072,0.0007153674,0.0004469021,0.1716794496,0.1009451897,0.1469844286,0.0008380382,0.1027146844,0.1369780871,0.0998867848,0.0867247571,0.1174228207,0.0426108001,0.048029201
TGFA:NM_003236,0.0364480162,0.0964942995,0.0,0.0283968794,0.0484786212,0.048890737,0.0744567114,0.0759769098,0.0804265239,0.0875504579,0.0717952194,0.0826851387,0.0953779795,0.0509761856,0.0624753248,0.0979549863,0.0790915718,0.1325646318,0.047244895,0.0645039372
IFI16:NM_001206567,0.0042257635,0.0,0.0,0.0,5.96e-08,0.0019200602,0.0,0.0,0.0,0.0,0.0,0.0,0.0053493885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00471:NR_024079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250446989,0.0138637846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP9X:NM_001039590,0.0016532538,0.0014226785,0.0,0.0008511006,0.0005362949,0.0005354055,0.000642129,0.0007325825,0.0006841225,0.0007699594,0.0007770643,0.0006556732,0.0007403285,0.0383220163,0.0007477316,0.0007785431,0.0009423838,0.0010770498,0.00100387,0.0009867409
SLFN11:NM_152270,0.0177709399,0.0191593313,0.0,0.0045913772,0.0495230849,0.0506566314,0.0297691649,0.1126206952,7.014e-07,0.1224004753,0.0438163073,0.0926910937,0.0496081378,0.0781267799,9.9e-09,0.0002298804,0.0365164256,1.47362e-05,0.0538379806,0.02201877
PPP2CA:NM_002715,0.0175320576,0.0605419269,0.0,0.0228252862,0.0729575267,0.0517803373,0.0208157392,0.1513700197,0.101979065,0.1247820696,0.0407266963,0.0792696246,0.0999319812,0.0814806125,0.0105896139,0.1086441958,0.0436056431,0.0155612223,0.0305485329,0.0364445972
IRF7:NM_004031,0.0693958192,0.0699797488,0.1778402204,0.0362142835,0.0160379216,0.0735883221,0.0547717237,0.1417904682,0.0571398201,0.0790732165,0.1006526396,0.045954416,0.0736431529,0.0179484078,0.0210709949,0.1241721447,0.0579782188,0.0517773817,0.0608513278,0.0
TBC1D10C:NR_046266,0.0,0.0,1.11e-08,3.4509e-06,0.0282681464,0.0500349641,0.0115775398,0.0870042258,0.098392774,0.1005622873,3e-09,0.0694945751,0.0311946051,0.1329335237,0.0371899584,0.0084848545,5.4e-09,0.0658431867,0.021485577,0.0307177324
PLA2G6:NM_003560,2.36069e-05,1.94808e-05,0.0,1.2146e-05,1.0846e-05,1.04982e-05,1.08406e-05,1.52878e-05,1.50832e-05,1.66394e-05,1.64436e-05,1.37032e-05,1.54282e-05,1.24448e-05,1.4879e-05,1.68364e-05,2.04559e-05,0.1229824255,2.17376e-05,2.01864e-05
TMED11P:NR_033768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168245231,0.0017088624,0.0,0.0,0.0,0.0,0.0
PLK4:NM_001190801,0.0,0.0,0.0,0.0,0.0056224765,0.0055234189,0.0,0.0154991645,0.0185688766,0.0168432682,0.0084564718,0.0137534539,0.003796921,0.015760078,0.0,0.0041260275,0.0049592353,0.0161093931,0.0052121617,0.0049853922
ZC3H7B:NM_017590,0.4189748582,0.7862707128,0.0,0.605551997,1.879495021,1.6720152441,0.8946846637,1.3684071239,0.7512505783,1.3986052562,1.2202491,1.0826300689,1.3470159677,0.5315291141,0.8302965844,1.3635292264,1.6489596483,1.9486326587,1.1759624602,0.7702209845
ITGB4:NM_001005619,0.007795221,0.0020329944,0.0,0.0124362182,0.0419179774,0.0340573611,0.0037276128,0.0176419993,0.0002576823,0.0370206357,0.0050972057,0.0246427701,5.3e-09,0.016725116,0.0238294456,0.003382833,0.0067583819,0.006870506,0.0172475169,0.0197600071
CREM:NM_001267568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182999802,0.0077920802,0.0,0.0,0.006974176,0.01933497,0.0,0.0008378773
COX6B1:NM_001863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096609414,0.0,0.0,0.0,0.0,0.0,0.0
TRPM1:NM_001252030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176352817,0.0195250901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247373643,0.0
CEP55:NM_018131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93119e-05,0.0,0.0,2.19512e-05,1.74347e-05,0.0,1.64954e-05,0.026529177,0.0,0.0,0.0,2.73754e-05,0.0
PPP1R3B:NM_024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0018807856,0.0,0.0047906325,0.0,0.0,0.0,0.002474077,0.0003821243,0.0,0.0054108819,0.0032264062,0.0034487423,0.0068406019,0.0
FAM20A:NM_017565,0.0,0.0,0.0,0.0,0.0048555051,0.0,0.0,0.0022923167,0.0,0.0,0.0,9.766e-07,0.0,0.0192650131,0.0,0.0,0.0,1.6593e-06,0.0,1.3482e-06
ATP4A:NM_000704,0.8800608057,0.7424690928,0.0,0.6464611057,1.1178531787,1.1009500852,1.0322774112,2.1657730866,1.9615368351,1.9655433167,1.7060347256,1.4975128128,2.0947315,0.9575703858,1.4417409559,1.3718487175,1.2028879527,1.6069932368,0.812261626,1.1296076025
SEC24C:NM_198597,0.0149695188,0.0389240581,0.1366258583,0.0286802136,0.0208902686,0.0342297343,0.0263266164,0.0253704609,0.0182046023,0.0134093382,0.0428465469,0.0027588182,0.0252369722,0.0,0.0059589849,0.0136675453,0.0246746319,0.0307965578,0.0042357411,0.0123618265
ANKIB1:NM_019004,0.0,0.0031384881,0.0,0.0,0.0101140241,0.0033100073,0.0034790639,0.0435731269,0.0197702982,0.0413414786,0.0095244028,0.0224758219,0.0159968978,0.0303953719,0.0152557613,0.0124093458,0.017873721,0.0191013005,0.019451483,0.0180012701
TXLNG:NM_018360,4.7709e-06,0.0308055515,0.0,2.5837e-06,2.2469e-06,2.3131e-06,0.0194714951,0.0342198747,0.0989382554,0.0708532903,0.0267841698,2.8227e-06,0.033409437,0.3927263189,2.8048e-06,0.0941896876,0.0432175514,0.0492887096,0.1367384059,0.0727662844
EPB42:NM_000119,0.0,0.0158036707,0.0001144291,0.0,0.0253853902,0.0249500182,2.81983e-05,0.0585975613,0.0224395235,3.71207e-05,0.0,0.0882837053,0.0580010022,0.1325093919,3.53726e-05,0.044144319,0.0151903897,0.073190272,0.0877799706,0.0380751134
C5orf49:NM_001089584,0.0,0.0084641521,0.0,0.0,0.0090614589,0.0089064023,0.0,0.0188639163,0.018057892,0.0066638181,0.0,0.0,0.0,0.0050638098,0.0,0.0135249545,0.0,0.0,0.0,0.0
C4orf36:NM_144645,0.0,0.0,0.0,0.0,0.0,0.0,0.0140226568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GNT2:NM_006577,0.0168036798,0.0217565496,0.0,0.0087484352,0.1903632278,0.0343577838,0.0159667133,0.1395482061,0.1387433493,0.113776669,0.0167106053,0.1471222307,0.127618462,0.5794735329,0.0152138882,0.1676367431,0.2087618714,0.1638773976,0.2852347332,0.1884933215
